Symbol	N01_AM_Naive_01	N02_AM_Naive_02	N03_AM_Naive_03	N04_AM_Naive_04	R01_AM_Allo_02H_01	R02_AM_Allo_02H_02	R03_AM_Allo_02H_03	R04_AM_Allo_02H_04	R05_AM_Allo_24H_01	R06_AM_Allo_24H_02	R07_AM_Allo_24H_03	R08_AM_Allo_24H_04
ENSMUSG00000039158	26.04319377	22.34974357	22.62734526	22.36235662	17.1880302	16.92140413	15.50710231	17.80787769	15.33191123	13.08206828	16.24362946	14.75698106
ENSMUSG00000039159	10.61939244	11.95859998	10.41650502	11.33931601	11.53828587	8.547950525	7.984089862	11.48770174	9.333041704	8.788957694	8.347177992	8.725616275
ENSMUSG00000039163	16.07599444	12.81393709	15.72610818	17.73107593	16.38762561	15.71179338	14.28878092	17.06848702	15.80852149	14.37583384	16.0880167	17.71496434
ENSMUSG00000039164	3.080554283	4.013839491	2.815979436	3.518212479	2.279745671	2.868141422	3.078429636	3.23642549	3.118813667	3.651152637	2.866979577	2.214275799
ENSMUSG00000039166	2.530277514	2.792883429	2.591042501	2.613656637	1.714503398	1.863451053	1.974709913	2.281859182	2.10297509	1.657136321	2.822079021	2.341337685
ENSMUSG00000039167	0.038807688	0.021524236	0.11402573	0.083766964	0.066397136	0.016494947	0.059590198	0.023565061	0.056902275	0.031497176	0	0.037390675
ENSMUSG00000039168	29.82846383	28.38802195	30.31642277	27.9490198	26.15509694	25.12626032	28.24479451	24.08157435	33.82113673	35.02115495	32.14261575	30.73147306
ENSMUSG00000039174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039176	3.641788042	3.289283678	3.654205593	3.279670724	2.565396441	1.811002351	1.989269903	3.1874326	4.069940949	4.042258551	4.005012515	3.883271135
ENSMUSG00000039178	0.803592011	0.985238262	1.342118479	1.156376758	2.026150109	1.869599174	1.81843214	1.951849826	2.635620001	2.368563025	2.343126939	1.996749702
ENSMUSG00000039179	0	0	0	0	0	0	0.113356809	0	0	0	0	0
ENSMUSG00000039182	1.955660086	2.105563581	2.197064964	1.986503985	1.13173272	2.151445188	2.237504156	1.047819577	1.623517761	1.167100645	1.779187913	1.773413345
ENSMUSG00000039183	31.48258773	31.4835298	36.44055022	32.94818288	38.0859545	43.1180458	41.83156901	39.39274036	43.65549465	43.23185635	39.71321608	40.44405551
ENSMUSG00000039187	0.936457085	1.004619473	0.905105883	0.948618988	0.521772358	0.565628393	0.655908759	0.830516117	2.949438417	3.265211508	2.97514775	2.778022021
ENSMUSG00000039191	3.315729585	3.685773024	3.774398781	3.470994647	5.00696318	5.306402836	5.827877656	4.482662485	2.955769602	3.379413953	3.170664073	3.61659622
ENSMUSG00000039193	15.07731769	14.65484156	13.68182201	14.83369316	10.21204995	7.957131594	7.398810918	12.23111402	9.9895516	7.88558636	10.22917157	10.75952732
ENSMUSG00000039194	0	0	0	0.037852124	0	0	0	0	0.057853498	0	0	0
ENSMUSG00000039195	12.20292338	12.04512029	12.88346924	11.70675068	10.94047336	10.8130981	10.19821736	10.71720115	12.20645664	14.07286277	12.60428939	11.72413652
ENSMUSG00000039196	0	0	0	0	0	0.498807204	0.150167299	0	0	0	0	0
ENSMUSG00000039197	10.97932905	13.09963057	12.5287836	12.85994567	11.4674863	11.93804439	13.72247499	13.33388163	15.77099575	17.71851439	17.15153132	16.66718224
ENSMUSG00000039198	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039199	11.06109596	12.92324039	13.384612	10.9252954	10.97410491	10.96076423	10.98806203	9.538355298	7.677384604	5.843297333	6.285029957	6.116862646
ENSMUSG00000039200	0.014016413	0	0	0	0.011990532	0	0.04304512	0.017022278	0.123310477	0.079632208	0.077651649	0.027009243
ENSMUSG00000039201	1.479909657	1.526202502	1.494730864	1.563928277	0.959397428	1.228565745	1.006027748	1.08117689	1.246018323	0.985299764	1.035522468	0.891170415
ENSMUSG00000039202	11.50956354	11.82983428	11.80071859	11.88610962	10.50872616	10.03214953	10.32998194	10.14125532	14.90668256	16.51895455	17.28788086	16.92476349
ENSMUSG00000039205	3.043603023	2.704752278	2.721020109	2.317835718	2.34917368	2.226844668	2.377024037	2.479437272	2.203782523	2.081675873	2.166130778	2.072498307
ENSMUSG00000039206	10.2642943	9.474333681	9.772045461	8.70658325	9.006705774	9.206726515	9.065200101	9.058878282	8.465711758	7.748801895	8.51344763	7.817073408
ENSMUSG00000039208	26.06080833	26.78948425	23.85080612	25.31238985	21.615694	18.38501505	15.8296997	20.00536958	18.73603459	18.40153599	15.74248481	17.64244759
ENSMUSG00000039209	1.510234836	0.837634301	0	0.362207115	1.86615154	0.285295633	0.687112366	0.917054787	1.353245273	0.749063282	0.309880699	0.727545279
ENSMUSG00000039210	0.836212802	0.638593168	0.760553096	0.628869915	0.578750251	0.728713906	0.813001485	0.96450911	0.717796797	0.637762805	0.682871458	0.65587985
ENSMUSG00000039215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039217	144.4571412	153.7757633	159.4057782	165.2281882	159.3212052	171.4671968	173.4090046	164.5208335	138.4377625	131.0458177	144.7478349	145.9699611
ENSMUSG00000039218	27.23976396	25.6822827	24.67548623	22.76272281	30.6688096	29.33508415	27.70200735	29.69971608	22.04371519	20.19853385	22.60466802	23.19279289
ENSMUSG00000039219	1.986367614	1.957343957	1.937442643	1.930158329	2.035030863	1.868467994	1.841251253	1.894234034	1.331159613	1.18004912	1.367693957	1.706669935
ENSMUSG00000039220	6.58063706	8.423565666	7.830700553	8.221872756	7.073957607	10.1795754	10.51116844	6.628490717	7.193214283	7.755917862	5.663233974	7.026272555
ENSMUSG00000039221	6.847684303	7.22912674	6.950558974	8.846100987	6.390485766	5.721900741	6.292945175	7.229417186	10.48263019	9.662874386	8.909335231	10.19636809
ENSMUSG00000039224	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039230	3.213370833	2.830119822	2.818248646	3.171788106	3.481047045	3.061087814	3.438245672	3.137679266	4.326901529	4.914653273	4.45801491	4.962996774
ENSMUSG00000039231	1.383340999	1.293801032	1.392047953	1.340104873	1.152459486	0.868519184	1.110669543	1.120001963	3.811426261	3.801206146	3.923722032	3.475811793
ENSMUSG00000039232	0.585890259	0.866552699	0.344295514	0.632326357	0.334138562	0.3112859	0.324873425	0.563299585	0.930658266	1.109550077	0.631139882	0.70562154
ENSMUSG00000039233	2.376058433	2.196422257	2.403119624	2.232928202	2.599556208	2.43207074	2.788081638	2.414491538	2.239666972	2.105565054	2.417783191	1.962256905
ENSMUSG00000039234	8.078389918	10.43289645	8.628169696	8.103476175	13.74587315	13.35871277	13.82310241	11.95918295	12.42864984	14.78824268	9.038053123	8.607210335
ENSMUSG00000039236	0.584444304	0.479186066	0.328513379	0.365661333	0.369543694	0.626435623	0.520248802	0.401180154	0.6333971	0.474347892	0.44579116	0.514138502
ENSMUSG00000039238	0.105526413	0.039019337	0	0.050617847	0.120365353	0.029902195	0.180042786	0	0.077364734	0.028549188	0	0.033891084
ENSMUSG00000039239	1.130131905	1.09261261	1.072334781	1.19359329	1.03774364	0.493575756	0.55191447	1.14584223	0.076012409	0.151470824	0.105307155	0.219771239
ENSMUSG00000039242	8.524217813	8.633481492	9.510247734	8.399839818	5.257752199	5.907328591	5.722553087	6.113836987	8.830634767	8.773388194	8.469630481	8.242724117
ENSMUSG00000039244	3.687283681	3.225507936	3.737390635	3.294016418	5.324267331	5.101468159	5.003261265	4.508087492	3.692041346	4.338382897	4.215792344	3.540725637
ENSMUSG00000039246	2.26112223	1.691583917	2.781078069	2.799761596	1.799356249	2.503264645	1.884037	1.915832927	3.16119507	4.310531302	3.253066522	3.343836689
ENSMUSG00000039252	0	0	0	0.251687508	0	0	0	0	0	0	0	0
ENSMUSG00000039253	4.285824057	4.20368325	4.294779133	3.960083213	1.389360075	1.994239119	2.124390564	2.465494517	5.589581554	4.393856046	3.540725152	4.346666018
ENSMUSG00000039254	1.543586468	1.483962824	1.609487236	1.104922531	1.117331073	1.12376623	1.296528695	1.326649605	1.862872979	1.991644817	1.922271191	1.670267402
ENSMUSG00000039257	0	0	0	0.060681335	0	0	0.043167529	0	0	0	0	0
ENSMUSG00000039262	11.3913156	11.49485167	10.2094	9.898138409	10.39829237	11.15121874	10.37650788	9.697679378	11.42558203	10.40310035	11.49324165	10.91154424
ENSMUSG00000039263	15.98058492	14.54293694	15.45397609	14.90288879	15.21375353	15.11812562	14.33403486	15.02681475	14.5879639	14.24517812	14.75554411	13.54718324
ENSMUSG00000039264	2.384167025	2.227116954	1.622261434	1.444564064	1.82487692	1.066709666	1.284543675	1.981103762	0.275985452	0.509221727	1.274495536	0.362701933
ENSMUSG00000039269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039270	7.521855833	5.815808901	7.74263562	7.54455982	5.284103604	4.943882059	4.028477556	5.384171178	7.787874733	7.914139005	9.52096483	10.04289827
ENSMUSG00000039275	11.95134006	11.53803336	11.32482277	12.03866662	9.009844901	9.905681825	9.290491671	9.661109919	13.32083135	14.21652043	11.94902369	11.96475511
ENSMUSG00000039278	0	0	0.060928113	1.417392032	0	0	0.106137398	0.692542007	0	0	0.047866889	0.099896018
ENSMUSG00000039285	4.59061822	4.588166475	4.815946248	4.721698577	4.704621717	4.531001075	4.344525135	4.976423621	4.201261471	4.213457892	4.231598353	4.823739118
ENSMUSG00000039286	10.30194912	11.51011024	10.56996342	10.53262319	9.863849032	8.344685777	8.627430971	11.77568854	8.738156877	8.138692496	7.918937649	8.087066392
ENSMUSG00000039294	11.74766931	12.86327075	12.26716173	11.35829769	6.613353957	5.991921537	6.395339245	9.073019821	9.858831182	11.6261431	9.127572887	8.272574766
ENSMUSG00000039296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039298	1.494989057	1.702328393	1.876844437	1.711264438	1.312819318	1.121639157	1.066639614	1.547381496	3.267312533	3.571157059	3.32024682	3.344568539
ENSMUSG00000039304	0.475121708	0.716776482	0.58074208	0.492267443	0.422707345	0.710854466	0.583649233	0.438529951	0.32046054	0.185097246	0.386055819	0.292974881
ENSMUSG00000039307	1.034436755	0.802300842	0.761087588	1.028682854	0.928090063	0.764972396	0.688738908	0.74559414	0.949514086	1.221815718	1.094915243	1.174931028
ENSMUSG00000039308	13.20903328	13.16433333	13.42217745	12.42445293	15.94926513	18.86091158	20.38844823	16.79371031	13.89547088	11.22327768	11.49769908	11.26845218
ENSMUSG00000039313	0.011286322	0	0	0	0	0.019188702	0	0	0.008274358	0	0	0.021748433
ENSMUSG00000039315	0	0	0.081447943	0.049861896	0.11856776	0.117822488	0.035470788	0.042080979	0	0	0	0.033384939
ENSMUSG00000039316	15.45410412	15.3375547	15.31843677	16.61390073	16.75459794	12.66433529	15.42140811	16.85936101	9.95317069	11.45907765	9.504385695	10.72174072
ENSMUSG00000039318	3.49994051	3.57335611	3.172059944	3.132119779	3.341642576	3.458792614	3.374873394	3.757087881	3.953128429	3.697999537	3.655024417	3.713273761
ENSMUSG00000039321	0	0	0.078458808	0	0	0	0	0	0	0	0	0
ENSMUSG00000039323	0.035482872	0.03936033	0	0.204240799	0.060708618	0.180981078	0.108969716	0.172369155	0	0	0	0
ENSMUSG00000039328	0.314964323	0.166372688	0.28203768	0.280575124	0.19245753	0.114748689	0.199595718	0.145717882	0.175931623	0.048691808	0.207728404	0.187858547
ENSMUSG00000039329	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039335	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039339	0	0	0	0	0.042562453	0	0.050932016	0	0	0	0	0
ENSMUSG00000039342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039345	0.762835669	0.600526179	0.867632148	0.743622183	0.92624005	1.401545674	1.56180492	1.135621717	1.298923739	1.318156814	1.72681355	1.280290718
ENSMUSG00000039347	0.186168868	0.068837608	0.072934143	0.892996071	4.512386706	4.484023548	6.416127377	4.145045366	0.136486255	0.201465015	0.114598348	0.657694225
ENSMUSG00000039349	0.149834758	0.083104117	0.088049655	0.10780684	0.032044549	0	0.038345851	0	0.027462144	0	0	0
ENSMUSG00000039354	2.960916868	3.083386247	3.210063706	2.912987929	2.388216478	2.301289747	2.016571073	2.869377481	2.994737008	2.849443905	2.80647176	2.771294155
ENSMUSG00000039356	2.59525538	2.775300816	2.786853268	2.230011671	2.922927009	4.269536534	4.051976889	2.358193474	5.488978527	6.016025268	4.982252111	5.77451975
ENSMUSG00000039357	10.64116905	10.93661611	11.02806125	9.637734873	11.02264437	11.06896294	11.83285986	12.13872659	8.399564422	8.857351558	8.475617062	8.451041802
ENSMUSG00000039358	0	0	0	0	0	0	0.041534496	0	0	0	0	0
ENSMUSG00000039361	147.460968	173.0318206	156.9196094	162.9305777	246.8893519	237.2799817	235.7426928	207.9946462	151.5392876	154.8976367	169.9320534	172.8852564
ENSMUSG00000039364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039367	46.20616961	46.49012718	47.48363794	42.20549295	43.00578801	43.30063885	48.00726291	44.46984622	46.3417192	47.15242008	42.54604151	41.43938923
ENSMUSG00000039372	0.499394344	0.886346567	0.733666543	1.221676681	0.854427457	0.658019057	0.562344049	1.364604916	0.366121707	0.263457654	0.299722629	0.384927683
ENSMUSG00000039375	0.013717627	0.005072216	0.010748128	0.013159866	0.007823288	0.019435285	0.014042512	0.011106278	0.016761374	0.011133529	0.00422202	0.013216746
ENSMUSG00000039376	0	0	0	0	0.008058265	0	0	0	0	0	0.008697662	0.009075813
ENSMUSG00000039377	6.920085708	5.314355414	6.524361611	5.635611595	7.74138423	5.236224452	7.08397912	11.8211804	6.216226179	8.239582225	5.547019975	4.762434072
ENSMUSG00000039382	1.748653745	2.039915615	1.659578303	1.594856935	1.376517925	0.984025802	0.899236229	1.32604009	1.233843108	0.926174596	1.167367228	1.07574334
ENSMUSG00000039384	0.646684427	0.860822509	0.874048085	0.837526691	1.106430094	0.797119732	0.926800454	1.688541182	0.900798934	1.154699371	0.955377355	0.654225158
ENSMUSG00000039385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039391	0	0	0	0	0	0	0	0.026414328	0	0	0	0
ENSMUSG00000039395	5.475299238	5.134972097	4.972550271	5.945070518	8.942028503	14.6827635	14.6238886	8.765243203	14.04939954	18.66426942	10.66266382	11.55786868
ENSMUSG00000039396	1.573718663	1.714516713	1.833061913	1.435592448	0.685149759	0.585286231	0.92056582	0.921475147	5.562687872	5.348546311	6.87618416	6.281633472
ENSMUSG00000039405	0.035240893	0	0.207091368	0	0	0	0.072151058	0	0.077508624	0	0.032539395	0
ENSMUSG00000039410	0.113114369	0.075683427	0.082297552	0.062008641	0.029183166	0.030526033	0.023893863	0.034888155	0.114519209	0.211299794	0.130968506	0.126283214
ENSMUSG00000039414	8.000662797	9.305963387	7.41038997	8.310731684	6.61764485	5.374944024	5.405859474	7.485727021	8.027888162	8.930374189	8.528880136	7.793612012
ENSMUSG00000039419	0	0	0	0.018283067	0	0	0.02601244	0.015430006	0	0	0	0.024482786
ENSMUSG00000039427	9.195990735	9.81596038	10.01492031	9.321443407	8.971821545	8.915428063	8.861194842	8.967259012	9.088097516	8.762378685	9.238682904	8.711612064
ENSMUSG00000039428	9.372958006	10.09289725	9.578498403	10.14873066	10.10100815	11.36872693	11.22140469	10.38353452	9.963835136	8.544296179	9.847069883	9.537317701
ENSMUSG00000039431	7.47983594	7.872316504	9.353699803	8.482234129	5.725177735	5.291219374	5.598422432	6.641721494	6.957984567	6.72710258	8.09518012	7.5347635
ENSMUSG00000039438	0.297610268	0.165066096	0.349778405	0	0.381892167	0.252994492	0	0	0.218187452	0.12077353	0.137398019	0
ENSMUSG00000039449	6.903569755	7.670586483	6.950778553	8.150384792	6.791129778	5.79128587	5.704885146	6.82327334	6.687152911	6.66463039	6.542377963	6.366587286
ENSMUSG00000039450	4.744978598	4.445519512	5.01151767	5.813087116	5.595054109	5.614394395	6.62963641	4.983830991	5.852666116	7.051730051	6.986297942	6.486902586
ENSMUSG00000039452	36.39767753	36.32772061	32.26640761	34.3841584	35.28593944	32.49201818	35.07332128	34.6925475	48.76895181	53.66523358	43.22138371	46.90112177
ENSMUSG00000039456	20.02721926	19.6802404	19.86001265	19.30427525	15.64277116	16.49284291	13.6212667	16.82059734	19.05145149	19.81021215	20.25071853	18.11617154
ENSMUSG00000039457	0.018111697	0	0.085145994	0.026062909	0.046481698	0.092379062	0.111243897	0.021995809	0.013278255	0.044099559	0.050169868	0.017450372
ENSMUSG00000039458	1.489746931	1.31484851	1.45399567	1.398104606	1.645669779	1.183821649	1.551551945	1.777763138	1.296370591	1.2248825	1.237991225	1.31677829
ENSMUSG00000039461	5.076828923	4.505287199	4.932510717	4.919108338	3.416527008	2.675761329	3.395417203	3.370512301	3.523477267	2.472279824	4.062629144	3.260970041
ENSMUSG00000039462	0	0	0.213443052	0.261336869	0.155359753	0.185259864	0.074363998	0.176444336	0.133143142	0.029479545	0.067074816	0.104986566
ENSMUSG00000039463	1.358361581	1.362364998	1.203555596	1.159651012	1.658751256	2.126967433	2.147040041	1.504359188	1.50152625	1.342393338	1.549919069	1.583399504
ENSMUSG00000039470	0.846810426	0.66380538	0.636958669	0.844874146	0.705097823	0.59508606	0.612585343	0.850153636	2.036300648	1.713643132	1.511664773	2.00165071
ENSMUSG00000039473	18.52809492	18.6577111	18.17417165	18.09576646	18.45664236	18.89459279	17.03776543	18.58726958	19.30358976	20.6984314	20.45776689	17.104922
ENSMUSG00000039474	0.856938108	0.783812931	0.724441865	0.627388195	0.617330052	0.651790358	0.908013721	0.712065594	1.190365183	1.378817826	1.082758897	1.013953829
ENSMUSG00000039476	0	0	0	0	0.158784009	0.078892976	0	0.03756944	0	0	0	0
ENSMUSG00000039477	5.351510712	4.556887807	4.551763692	4.246610355	3.270772575	3.123991841	2.685294654	4.139927014	3.637613218	3.203574407	3.416048539	3.034056143
ENSMUSG00000039478	0.838260641	0.98249692	0.966610774	1.115226368	0.947115243	1.062168582	0.971449557	1.306149571	0.614555252	0.55198275	0.788604993	0.71622026
ENSMUSG00000039480	2.469199045	2.537202511	2.443810714	3.010870796	2.64594637	2.993883831	3.086428946	2.588374673	2.734426509	3.058822968	3.75585999	3.956718203
ENSMUSG00000039481	0	0.246550337	0	0.319837498	0	0	0	0	0	0.180392917	0.102612011	0.107073298
ENSMUSG00000039483	3.074564921	2.866449275	2.910489068	2.46178616	4.349517229	3.711987999	3.980152427	4.286011724	2.718905403	2.446836388	2.617950604	2.547348457
ENSMUSG00000039485	0.38100866	0.292599762	0.275566591	1.054375356	0.250722365	0.39863427	1.050087134	0.783059872	0.300816317	0.285447725	0.297677998	0.169429209
ENSMUSG00000039488	0	0	0	0.01153797	0	0	0	0	0	0	0	0
ENSMUSG00000039492	0	0	0	0	0	0.046263234	0	0	0.039898328	0	0	0
ENSMUSG00000039496	0.180217367	0.19991096	0.105903845	0.216112127	0.231254121	0.280867332	0.061495195	0.218865563	0.088082015	0.341292914	0.332804503	0.260455443
ENSMUSG00000039497	28.23337863	27.97479549	30.46202245	28.07948347	18.74188851	17.36570002	16.8618253	23.7630712	24.60569731	25.79830109	21.89403611	22.04204217
ENSMUSG00000039501	6.475812245	6.594974534	6.580801706	6.074203214	4.95278854	6.617766131	6.227772666	5.511502629	6.514768541	6.1404779	5.803681192	5.778210652
ENSMUSG00000039508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039509	5.774397571	5.754008581	6.027414241	5.887008949	5.157473005	4.259786039	5.249908769	5.015888982	10.67675952	11.24790835	11.5490984	11.14596528
ENSMUSG00000039512	3.277914643	4.275569661	3.93220758	3.43198864	4.525296884	5.467327171	4.697767024	4.69468592	4.789711336	4.155771781	5.155717928	5.477888227
ENSMUSG00000039515	6.275027152	6.468951006	6.31682844	5.80068132	6.120752958	6.221436294	6.193229886	6.403067353	8.980819623	9.582497069	8.105296125	6.854213521
ENSMUSG00000039518	0	0.047091299	0	0.061089201	0	0	0	0	0	0.034455182	0	0
ENSMUSG00000039519	0	0	0	0.075529492	0	0	0	0	0	0	0	0
ENSMUSG00000039521	1.135030633	1.020862095	0.811210306	1.11463066	0.964416836	0.671500355	0.714419103	0.922065677	0.989556042	1.232437496	0.97720912	1.04186277
ENSMUSG00000039523	4.639974008	4.733877534	4.121904079	3.952586378	4.022430684	5.501024369	5.274098569	4.033099411	4.471145154	4.357870329	4.112338102	3.932290978
ENSMUSG00000039529	0	0	0	0.050806485	0	0.015006816	0	0	0	0	0	0
ENSMUSG00000039530	26.7716159	29.65165683	31.12712464	30.67810232	30.23223474	26.9404008	25.72691299	25.09416417	25.06740134	21.0296637	25.51431177	25.63608128
ENSMUSG00000039531	7.935014885	7.735203951	8.647694024	9.411664855	7.03495774	6.745449577	6.941426241	6.424469637	6.557806612	4.605742506	6.571856539	5.884547346
ENSMUSG00000039533	0	0	0	0.148275118	0	0	0.281280138	0.125136882	0	0	0.031713621	0.033092442
ENSMUSG00000039536	4.249274911	3.713032524	3.933995607	3.831491795	3.732718182	3.459816362	3.415405285	4.084882034	3.541536291	3.567881674	3.431837655	3.596750826
ENSMUSG00000039539	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039542	0	0	0.006380867	0.031250598	0.00928894	0.004615277	0.022231071	0	0	0	0.005012994	0
ENSMUSG00000039543	0	0	0	0	0.005454888	0	0	0	0	0.005175331	0	0
ENSMUSG00000039545	0.303828558	0.367669089	0.584323692	0.357719126	0.378057163	0.399160891	0.339299291	0.637338719	0.425242891	0.515605556	0.331544492	0.319346891
ENSMUSG00000039546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039552	0	0	0	0.024100896	0.01432752	0.028474925	0.034289822	0	0.036836008	0	0	0
ENSMUSG00000039555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039556	0.122611487	0.165155108	0.144104068	0.138630744	0.134858154	0.096785351	0.062757692	0.180814327	0.199042894	0.19192022	0.210251464	0.092819954
ENSMUSG00000039563	0.024757649	0	0	0	0.042358539	0	0	0.030067006	0	0.020093854	0.04571955	0.023853655
ENSMUSG00000039568	12.21275299	12.5919421	11.82293407	11.7740179	9.990761993	5.974349919	5.519217066	11.63115716	6.263698921	5.172766891	7.300331496	6.555562659
ENSMUSG00000039577	0.109630783	0.091208171	0.16105997	0.098599856	0.140677732	0.064072014	0.105213046	0.116498777	0.341588552	0.472699677	0.461846814	0.244264187
ENSMUSG00000039578	0	0.007502112	0.02384569	0.038928466	0.005785557	0.011498381	0.020769719	0.024640278	0	0.005489053	0	0.013032241
ENSMUSG00000039579	0.075302784	0.077962862	0.035401047	0.043344577	0.068713384	0.098154623	0.061668987	0.097548489	0.025763192	0.02444696	0.023176739	0.02902128
ENSMUSG00000039585	3.709416556	3.279007426	3.012732182	3.564129784	2.80778936	2.878482841	3.09100681	3.218295765	2.512089202	2.347599699	2.660085385	3.151214217
ENSMUSG00000039599	1.863054517	1.689518627	2.01381988	1.604658395	1.675209277	1.803402839	1.155443963	1.81668017	2.00393169	2.196402442	2.147156322	1.795027484
ENSMUSG00000039601	0.014990391	0	0.017618058	0.129427912	0.038471205	0.025486259	0.076727095	0.054615385	0	0.024333064	0.013841256	0.014443036
ENSMUSG00000039607	0.020456154	0.036306463	0.009616766	0.058873212	0.052498491	0.020867402	0.041881264	0.059623302	0.02699469	0.016602666	0.03777605	0.027592914
ENSMUSG00000039608	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039611	0.028485874	0	0	0.040991451	0	0.048430917	0	0.069189523	0	0	0.026302202	0
ENSMUSG00000039615	37.5330691	35.52514613	36.60037719	32.77808307	34.08585543	35.37444031	39.32685777	31.13129201	53.78712173	62.36016985	53.74169041	52.27853766
ENSMUSG00000039616	8.357028412	8.789254508	8.756345805	9.246286922	8.80152863	12.16426288	11.74288494	10.81945167	13.06280104	12.95760946	11.06501887	10.44465864
ENSMUSG00000039617	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039620	0	0	0.013209624	0.016173691	0	0	0.011505651	0.013649797	0	0	0	0
ENSMUSG00000039621	29.63470548	29.65408569	29.1473234	28.41061112	26.45852708	23.34555167	25.18320144	28.8584396	21.91840174	18.7494107	23.33590397	22.20272032
ENSMUSG00000039623	13.28385029	14.33899815	14.07214331	11.48649827	11.05809774	10.33028804	10.73241793	11.39411142	14.47719759	14.79429864	12.953066	11.73702314
ENSMUSG00000039628	0	0.103454059	0	0	0	0	0	0	0	0.227081978	0.086113279	0
ENSMUSG00000039629	0.152614797	0.205568938	0.160148805	0.156867274	0.121230959	0.101935263	0.161808901	0.132388238	0.295700589	0.433529377	0.452943131	0.315090566
ENSMUSG00000039630	9.019283493	9.037044436	10.34082743	9.151744111	6.735473761	7.944190784	9.964638221	9.625801246	10.09573413	10.17838886	10.72530337	12.07275936
ENSMUSG00000039632	0	0.086043096	0	0	0	0	0.052935937	0.031400431	0.018955562	0.020984985	0	0.074734581
ENSMUSG00000039633	13.53831381	12.38642546	13.36153508	12.32180065	18.5354068	15.32039365	13.82933837	15.4228288	11.40992681	12.18540383	13.40864825	11.37167464
ENSMUSG00000039634	0.68604298	0.761011623	0.760225272	0.733365325	0.335362777	0.366580294	0.561832827	0.119023873	0.531700249	0.524990041	0.579156341	0.623221976
ENSMUSG00000039637	5.033777448	4.409129361	4.215152345	4.002805119	5.236307703	5.059355656	5.297540121	4.655701252	4.51856552	4.349107093	4.634860198	4.326205403
ENSMUSG00000039639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039640	18.32959362	17.00434252	16.73397628	18.91883308	17.64033953	22.12050781	23.95723265	19.14662344	30.47546844	33.11837369	28.05635911	29.74921629
ENSMUSG00000039646	2.531927756	2.294356605	1.927950482	2.206607858	3.599784887	4.001566575	2.883937547	2.468587985	1.986956745	2.083911651	2.403689568	3.229731011
ENSMUSG00000039648	0.408242827	0.405682007	0.36984873	0.318210435	0.356512685	0.29643149	0.296020673	0.371843865	0.311766315	0.255407058	0.259151557	0.467086936
ENSMUSG00000039652	0.329803646	0.281418126	0.253440554	0.314872657	0.39336136	0.237229089	0.230486908	0.37742354	0.234814736	0.187887903	0.149332676	0.232210175
ENSMUSG00000039653	0	0	0	0	0.030354309	0	0	0	0	0	0	0
ENSMUSG00000039656	5.623292808	6.510755203	6.094848052	6.019798625	4.147808978	3.486432026	3.134805575	5.390329201	4.717284774	4.349473662	4.392771312	4.127137432
ENSMUSG00000039660	1.377066432	1.474873901	1.413820628	1.264131828	1.360828142	1.809760387	1.709440141	1.710828357	1.937911633	2.350934742	2.038789574	2.051178532
ENSMUSG00000039661	0	0	0	0.025363857	0	0	0	0.021405844	0	0	0	0
ENSMUSG00000039662	6.087636408	6.229924514	6.383857922	5.205958599	5.751321972	5.523504003	5.938058762	5.887137723	6.672016107	6.695946675	6.122504301	5.74686221
ENSMUSG00000039670	2.494400997	1.277068329	2.593378117	0.966395073	0.574503322	1.468008543	1.866002939	1.16512821	2.180401523	3.348229544	2.03743291	2.773062878
ENSMUSG00000039671	2.430533455	2.885292771	2.530573521	2.368788075	1.513230464	1.540442081	1.717695029	2.231084674	2.542000322	2.494907421	2.166537212	2.293591754
ENSMUSG00000039672	0	0	0	0.098493004	0	0	0.035033009	0	0	0	0	0
ENSMUSG00000039676	0	0	0.141242443	0	0.102806771	0	0	0	0	0	0	0
ENSMUSG00000039678	19.03928532	18.43511389	16.06190777	17.32092999	11.4011921	11.4392576	10.48837385	12.71727685	16.33594163	15.29555792	15.88138584	14.89291404
